countryname,city,hotelname,address,phone,rating,hoteltype,latitude,longitude
Canada,Vancouver,Pan Pacific Vancouver,300 999 Canada Place Vancouver BC V6C 3B5,+16046628111,4,luxury,49.288395,-123.112089
Canada,Vancouver,Marriott Pinnacle Downtown,1128 West Hastings Street Vancouver BC V6E 4R5,+16046841128,4,luxury,49.287955,-123.121147
Canada,Vancouver,Westin Grand Vancouver,433 Robson Street Vancouver BC V6B 2P4,+16046020229,4,luxury,49.279865,-123.116926
Canada,Vancouver,Hyatt Regency Vancouver,655 Burrard Street Vancouver BC V6C 2R7,+16046831234,4,luxury,49.285185,-123.120638
Canada,Vancouver,YWCA Hotel Vancouver,733 Beatty Street Vancouver BC V6B 2M4,+16048958800,3,economy,49.27837,-123.1131
Canada,Vancouver,HI Vancouver Central,1025 Granville Street Vancouver BC V6Z 1L4,+16046854335,3,economy,49.279154,-123.123778
Australia,Sydney,Park Hyatt Sydney,7 Hickson Road Sydney NSW 2000,+6129241234,5,luxury,-33.855994,151.208897
Australia,Sydney,Four Seasons Hotel Sydney,199 George Street Sydney NSW 2000,+6129238000,5,luxury,-33.86167,151.207601
Australia,Sydney,Intercontinental Sydney,117 Macquarie Street Sydney NSW 2000,+6129250400,5,luxury,-33.863053,151.212397
Australia,Sydney,Shangri-La Hotel Sydney,176 Cumberland Street Sydney NSW 2000,+6129250000,5,luxury,-33.861292,151.206592
Australia,Sydney,The Observatory Hotel Sydney,89-113 Kent Street Sydney NSW 2000,+6129256222,5,luxury,-33.860475,151.203454
Australia,Sydney,Sofitel Sydney Darling Harbour,12 Darling Drive Sydney NSW 2000,+6128268300,4,luxury,-33.870553,151.198301
Australia,Sydney,Marriott Hotel Sydney,36 College Street Sydney NSW 2010,+6129361111,4,luxury,-33.876189,151.212487
Australia,Sydney,The Langham Sydney,89-113 Kent Street Sydney NSW 2000,+6129256688,5,luxury,-33.860475,151.203454
Australia,Sydney,ibis Sydney Airport,205 O Riordan Street Mascot NSW 2020,+6129318550,3,economy,-33.92815,151.186733
Australia,Sydney,YHA Sydney Harbour,110 Cumberland Street Sydney NSW 2000,+6128272090,3,economy,-33.860079,151.207101
Australia,Melbourne,The Langham Melbourne,1 Southgate Avenue Southbank VIC 3006,+6138696888,5,luxury,-37.820578,144.96574
Australia,Melbourne,Crown Towers Melbourne,1 Whiteman Street Southbank VIC 3006,+6139292888,5,luxury,-37.824042,144.960179
Australia,Melbourne,Park Hyatt Melbourne,1 Parliament Place Melbourne VIC 3002,+6139221234,5,luxury,-37.81136,144.975285
Australia,Melbourne,Sofitel Melbourne on Collins,25 Collins Street Melbourne VIC 3000,+6139653300,5,luxury,-37.754826,145.003267
Australia,Melbourne,Four Seasons Hotel Melbourne,11 Collins Street Melbourne VIC 3000,+6139650000,5,luxury,-37.813764,144.973467
Australia,Melbourne,Westin Melbourne,205 Collins Street Melbourne VIC 3000,+6139990000,4,luxury,-37.815833,144.967425
Australia,Melbourne,Adelphi Hotel Melbourne,187 Flinders Lane Melbourne VIC 3000,+6138680700,4,luxury,-37.816214,144.968307
Australia,Melbourne,Hotel Lindrum Melbourne,26 Flinders Street Melbourne VIC 3000,+6139681111,4,luxury,-37.815306,144.973601
Australia,Melbourne,ibis Melbourne City Centre,15-21 Therry Street Melbourne VIC 3000,+6139327540,3,economy,-37.806947,144.961292
Australia,Melbourne,Space Hotel Melbourne,380 Russell Street Melbourne VIC 3000,+6139641922,3,economy,-37.807607,144.966017
Turkey,Istanbul,Four Seasons Hotel Istanbul at Sultanahmet,Tevkifhane Sokak 1 34110 Istanbul Turkey,+9000000000000,5,luxury,41.0082,28.9784
Turkey,Istanbul,Ciragan Palace Kempinski Istanbul,Ciragan Caddesi 32 34349 Istanbul Turkey,+9000000000000,5,luxury,41.047548,29.023367
Turkey,Istanbul,Raffles Istanbul,Zorlu Center Levent 34340 Istanbul Turkey,+9000000000000,5,luxury,41.0082,28.9784
Turkey,Istanbul,The Ritz-Carlton Istanbul,Suzer Plaza Askerocagi Cad 15 34367 Istanbul Turkey,+9000000000000,5,luxury,41.0082,28.9784
Turkey,Istanbul,Mandarin Oriental Bosphorus Istanbul,Salhane Sokak 1 34349 Istanbul Turkey,+9000000000000,5,luxury,41.0082,28.9784
Turkey,Istanbul,Conrad Istanbul Bosphorus,Yildiz Caddesi 06 Besiktas 34349 Istanbul Turkey,+9000000000000,5,luxury,41.050305,29.007807
Turkey,Istanbul,Hilton Istanbul Bomonti,Silahsor Cad 42 34381 Istanbul Turkey,+9000000000000,4,luxury,41.0082,28.9784
Turkey,Istanbul,Swissotel The Bosphorus Istanbul,Bayildim Cad 2 34357 Istanbul Turkey,+9000000000000,4,luxury,41.0082,28.9784
Turkey,Istanbul,Hotel Amira Istanbul,Mimar Mehmet Aga Caddesi 18 34122 Istanbul Turkey,+9000000000000,3,economy,41.005086,28.978978
Turkey,Istanbul,Sultan Hill Hotel,Katip Celebi Cad 7 34410 Istanbul Turkey,+9000000000000,3,economy,41.0082,28.9784
Turkey,Trabzon,Hotel Usta Trabzon,Telefericik Mevkii 61040 Trabzon Turkey,+9000000000000,4,luxury,41.0015,39.7178
Turkey,Trabzon,Trabzon Wyndham Grand Hotel,Iskenderpasa Mah Maras Cad 34 61100 Trabzon Turkey,+9000000000000,4,luxury,41.0015,39.7178
Turkey,Trabzon,Novotel Trabzon,Kuzey Cevre Yolu 61030 Trabzon Turkey,+9000000000000,4,luxury,41.0015,39.7178
Turkey,Trabzon,Hotel Zorlu Grand Trabzon,Gulbahar Hatun Cad 9 61100 Trabzon Turkey,+9000000000000,3,economy,41.0015,39.7178
Turkey,Trabzon,Radisson Blu Hotel Trabzon,Iskenderpasa Mah Comlekci Sok 6 61100 Trabzon Turkey,+9000000000000,4,luxury,41.0015,39.7178
Turkey,Trabzon,Hotel Asya Trabzon,Kahramanmaras Cad 12 61100 Trabzon Turkey,+9000000000000,3,economy,41.0015,39.7178
Turkey,Trabzon,Hamsikoy Hotel,Trabzon-Rize Karayolu 61150 Trabzon Turkey,+9000000000000,3,economy,41.00546,39.730146
Turkey,Trabzon,Hotel Horon Trabzon,Siraagaclar Cad 125 61100 Trabzon Turkey,+9000000000000,3,economy,41.0015,39.7178
Turkey,Trabzon,Atakum Butik Otel Trabzon,Degirmendere Mah 11 61380 Trabzon Turkey,+9000000000000,3,economy,41.0015,39.7178
Turkey,Trabzon,Kaya Hotel Trabzon,Iskenderpasa Mah Kahraman Cad 61100 Trabzon Turkey,+9000000000000,3,economy,41.0015,39.7178
Turkey,Antalya,Titanic Mardan Palace,Lara Altinkum Mevkii 07110 Antalya Turkey,+9000000000000,5,luxury,36.8969,30.7133
Turkey,Antalya,Rixos Premium Belek,Belek Turizm Merkezi 07500 Antalya Turkey,+9000000000000,5,luxury,36.87179,30.986084
Turkey,Antalya,Gloria Golf Resort,Asagikaragoz Koyu Belek 07500 Antalya Turkey,+9000000000000,5,luxury,36.8969,30.7133
Turkey,Antalya,Calista Luxury Resort,Belek Tourism Center 07500 Antalya Turkey,+9000000000000,5,luxury,36.8969,30.7133
Turkey,Antalya,Maxx Royal Belek Golf Resort,Belek Tourism Center 07500 Antalya Turkey,+9000000000000,5,luxury,36.8969,30.7133
Turkey,Antalya,Regnum Carya Golf Spa Resort,Belek Tourism Centre 07500 Antalya Turkey,+9000000000000,5,luxury,36.8969,30.7133
Turkey,Antalya,Doubletree by Hilton Antalya,Kazim Ozalp Caddesi 30 07100 Antalya Turkey,+9000000000000,4,luxury,36.889256,30.704658
Turkey,Antalya,Dedeman Antalya Hotel,Lara Caddesi 88 07100 Antalya Turkey,+9000000000000,4,luxury,36.856174,30.742925
Turkey,Antalya,Hotel Su Antalya,Lara Caddesi 16 07100 Antalya Turkey,+9000000000000,3,economy,36.856174,30.742925
Turkey,Antalya,Sherwood Dreams Resort,Lara Turizm Merkezi 07110 Antalya Turkey,+9000000000000,3,economy,36.856745,30.892135
Morocco,Marrakech,La Mamounia Hotel,Avenue Bab Jdid 40040 Marrakech Morocco,+213000000000,5,luxury,31.6295,-7.9811
Morocco,Marrakech,Mandarin Oriental Marrakech,Route du Golf Amelkis 40000 Marrakech Morocco,+213000000000,5,luxury,31.6295,-7.9811
Morocco,Marrakech,Royal Mansour Marrakech,Rue Abou Abbas El Sebti 40000 Marrakech Morocco,+213000000000,5,luxury,31.6295,-7.9811
Morocco,Marrakech,Amanjena Marrakech,Route de Ouarzazate Km 12 40000 Marrakech Morocco,+213000000000,5,luxury,31.6295,-7.9811
Morocco,Marrakech,Four Seasons Resort Marrakech,1 Boulevard de la Menara 40000 Marrakech Morocco,+213000000000,5,luxury,31.63771,-8.057927
Morocco,Marrakech,Es Saadi Marrakech Resort,Rue Ibrahim El Mazini 40000 Marrakech Morocco,+213000000000,4,luxury,31.622497,-8.003913
Morocco,Marrakech,Kenzi Farah Hotel,Avenue President Kennedy 40000 Marrakech Morocco,+213000000000,4,luxury,31.625784,-8.009682
Morocco,Marrakech,Sofitel Marrakech Lounge Spa,Rue Harroun Errachid 40000 Marrakech Morocco,+213000000000,4,luxury,31.6295,-7.9811
Morocco,Marrakech,Hotel du Tresor Marrakech,77 Derb El Ferrane Riad Zitoun Kdim 40000 Marrakech Morocco,+213000000000,3,economy,31.6295,-7.9811
Morocco,Marrakech,Riad Farhan,57 Derb Sidi Ahmed Ou Moussa 40000 Marrakech Morocco,+213000000000,3,economy,31.632414,-7.996131
Morocco,Casablanca,Hyatt Regency Casablanca,Place des Nations Unies 20000 Casablanca Morocco,+213000000000,5,luxury,33.594996,-7.618664
Morocco,Casablanca,Four Seasons Hotel Casablanca,Boulevard de la Corniche 20100 Casablanca Morocco,+213000000000,5,luxury,33.603853,-7.639701
Morocco,Casablanca,Sofitel Casablanca Tour Blanche,Rond-point Hassan II 20000 Casablanca Morocco,+213000000000,5,luxury,33.5731,-7.5898
Morocco,Casablanca,Kenzi Tower Hotel,Boulevard Mohammed Zerktouni 20000 Casablanca Morocco,+213000000000,4,luxury,33.5731,-7.5898
Morocco,Casablanca,Movenpick Hotel Casablanca,Boulevard de la Corniche 20100 Casablanca Morocco,+213000000000,4,luxury,33.603853,-7.639701
Morocco,Casablanca,Hotel Le Doge Casablanca,9 Rue Docteur Veyre 20000 Casablanca Morocco,+213000000000,4,luxury,33.592566,-7.623183
Morocco,Casablanca,Hotel Transatlantique Casablanca,79 Rue Chaoui 20000 Casablanca Morocco,+213000000000,4,luxury,33.57508,-7.608461
Morocco,Casablanca,Ibis Casablanca City Center,25 Boulevard Mohammed Zerktouni 20000 Casablanca Morocco,+213000000000,3,economy,33.5731,-7.5898
Morocco,Casablanca,Hotel Guynemer Casablanca,2 Rue Mohammed Belloul 20000 Casablanca Morocco,+213000000000,3,economy,33.5731,-7.5898
Morocco,Casablanca,Hotel Suisse Casablanca,5 Rue Sidi Belyout 20000 Casablanca Morocco,+213000000000,3,economy,33.586745,-7.616596
Spain,Valencia,Hotel Vincci Lys,Carrer de Martínez Cubells 5 Ciutat Vella 46002 Valencia Spain,+34963509550,4,luxury,39.4684,-0.374762
Spain,Valencia,Sweet Hotel Renasa,Av. de Catalunya 5 El Pla del Real 46010 Valencia Spain,+34963692450,3,economy,39.477286,-0.355488
Canada,Toronto,Toronto Little Italy Guest House,241 Euclid Avenue M6J 2K1 Toronto Canada,+14372641603,3,economy,43.65237,-79.40984
Canada,Toronto,Pantages Hotel Downtown Toronto,200 Victoria St Toronto ON M5B 2R3 Canada,+14163621777,5,luxury,43.65443,-79.379164
Canada,Toronto,InterContinental Toronto Centre by IHG,225 Front St W Toronto ON M5V 2X3 Canada,+14165971400,5,luxury,43.644181,-79.385303
Canada,Toronto,Toronto Travellers Home,588 Dundas St W Toronto ON M5T 1H5 Canada,+14375620526,3,economy,43.65261,-79.40081
South Africa,Cape Town,Hyatt Regency Cape Town,126 Buitengracht St City Centre Cape Town 8000 South Africa,+27212141234,5,luxury,-33.921322,18.415741
South Africa,Cape Town,Mojo Hotel,30 Regent Rd Sea Point Cape Town 8060 South Africa,+27879407474,3,economy,-33.919393,18.38551
India,Kotakkal,The Rubis Kottakkal,Arya Vaidya Sala road junction Main Road Kottakkal Kerala 676503 India,+918944000000,5,Luxury,11.0014733,76.0043561
Switzerland,Interlaken,The Hey Hotel,Höheweg 7 3800 Interlaken Switzerland,+41338278787,4,Luxury,46.6853143,7.8548944
UAE,Dubai,Grand Hyatt Dubai,Riyadh Street Sheikh Rashid Rd Dubai United Arab Emirates,+971 4 317 1234,5,Luxuy,25.2281408,55.3279029

